step,elocal,weight,weightvar,elocalvar,eref,tau
60,-2.8428747865111323,0.9986485115943343,1.1102230246251565e-16,0.46003352959432836,-2.8416365125624203,0.01
61,-2.787429913009626,0.998170208485368,2.220446049250313e-16,0.4314948441810093,-2.7937299987357957,0.01
62,-2.7908073407885152,0.9980811183003245,1.1102230246251565e-16,0.44983549882725615,-2.784804250368611,0.01
63,-2.7946164565133476,0.9981858260769846,0.0,0.4303787319527716,-2.7952946085895807,0.01
64,-2.8108645646600454,0.998380917668083,3.3306690738754696e-16,0.43177882804977696,-2.814837315321604,0.01
65,-2.7856598615339525,0.9981293153704374,2.220446049250313e-16,0.41216293603105997,-2.7896331070171057,0.01
66,-2.80052141421897,0.9982887539679479,2.220446049250313e-16,0.4358389762167476,-2.8056055729347364,0.01
67,-2.8139441343826017,0.9983356212545829,0.0,0.4577127328597905,-2.8103002252914973,0.01
68,-2.812688834158657,0.9984079036514135,4.440892098500626e-16,0.46572866872391905,-2.8175402534634832,0.01
69,-2.8313246995417276,0.9985530925999466,0.0,0.48316359840319667,-2.832081243403852,0.01
70,-2.837507303135684,0.9986689514576367,1.1102230246251565e-16,0.4824802587924612,-2.843683244109265,0.01
71,-2.8060470191353524,0.9982284115772396,1.1102230246251565e-16,0.4746868989206665,-2.799560807403319,0.01
72,-2.773893377155645,0.9980285598059221,1.1102230246251565e-16,0.463150527030411,-2.7795381575290765,0.01
73,-2.7849210568531935,0.9980737496022396,3.3306690738754696e-16,0.49343203358421034,-2.7840659611503615,0.01
74,-2.7806548904709314,0.9980101589590659,2.220446049250313e-16,0.5006436297012533,-2.777694421064066,0.01
75,-2.787950735364448,0.9980910835045796,1.1102230246251565e-16,0.48598777698458695,-2.7858026816909787,0.01
76,-2.8022289382422785,0.9982246315861614,2.220446049250313e-16,0.5079782502995652,-2.799182136731207,0.01
77,-2.8023023101817732,0.9982312613475166,0.0,0.48132330693158826,-2.7998462897814975,0.01
78,-2.8032520141946327,0.9982701631621467,0.0,0.49200578282541063,-2.803743288216602,0.01
79,-2.758110734927088,0.9977889611468902,1.1102230246251565e-16,0.46208141548800546,-2.755528080689114,0.01
80,-2.788904136162975,0.9981432061409375,2.220446049250313e-16,0.4643932996748739,-2.7910247777785933,0.01
81,-2.7941034134443616,0.9982651010813549,2.220446049250313e-16,0.47394949511974627,-2.803236201677015,0.01
82,-2.792993115385873,0.9981825263725616,3.3306690738754696e-16,0.490533802717822,-2.7949640378892315,0.01
83,-2.8327930237131675,0.998530040750645,0.0,0.516789421699137,-2.82977269160478,0.01
84,-2.8527615148896994,0.9987629988859912,0.0,0.5267685626291255,-2.8531000784007614,0.01
85,-2.8415899985358397,0.9987274917515231,1.1102230246251565e-16,0.5185326233862126,-2.8495449040819447,0.01
86,-2.8732072009571294,0.998973050619203,2.220446049250313e-16,0.5249117786817605,-2.8741290560815713,0.01
87,-2.9218972745565748,0.9996071182077101,3.3306690738754696e-16,0.5263355079432165,-2.9375808624860293,0.01
88,-2.879721166713716,0.9990230233651229,2.220446049250313e-16,0.5227875702889444,-2.879131342780878,0.01
89,-2.853645273063548,0.9988611267109709,2.220446049250313e-16,0.5069809951096828,-2.8629245317403056,0.01
90,-2.8983328369438563,0.9993063493190509,0.0,0.5212842935599064,-2.9074876247531547,0.01
91,-2.912914952321397,0.9994003161234353,2.220446049250313e-16,0.5269643998123943,-2.916890385656335,0.01
92,-2.9625486890438286,0.9998851967957355,2.220446049250313e-16,0.5462976189864404,-2.9653957820765564,0.01
93,-2.956729179436407,0.9998769401566304,3.3306690738754696e-16,0.5450627138499271,-2.964570019956929,0.01
94,-2.956551298383263,0.999804680021015,2.220446049250313e-16,0.5462209965992015,-2.957342855900662,0.01
95,-2.9462803255866867,0.9998109571824715,3.3306690738754696e-16,0.535468003232089,-2.957970692704843,0.01
96,-2.9523278355391116,0.9998944508693489,2.220446049250313e-16,0.5315378239671785,-2.9663212914070356,0.01
97,-2.971370158468213,1.0000054057720928,0.0,0.5367040722700102,-2.977417337290468,0.01
98,-2.979766199244076,1.0000660632742202,2.220446049250313e-16,0.5247244621061229,-2.9834828707561436,0.01
99,-2.9937438576052764,1.0002008044199615,0.0,0.523547795031705,-2.996955187687584,0.01
100,-3.0102764346801503,1.0003417965175048,0.0,0.5366813746922316,-3.0110505733805133,0.01
101,-3.060593334090474,1.0009461732751939,0.0,0.530609735662092,-3.071449355083562,0.01
102,-3.0221519249956654,1.000489587748129,2.220446049250313e-16,0.5172790237955828,-3.0258235554573694,0.01
103,-3.019318602037227,1.0004549607699145,0.0,0.5240310792286349,-3.0223624922066468,0.01
104,-3.000511007105071,1.0003422100761163,4.440892098500626e-16,0.5375188083322531,-3.011091915102684,0.01
105,-3.0154753584253866,1.000468458480814,0.0,0.5566006514416529,-3.023711640381949,0.01
106,-3.027777340829778,1.0005577280172118,2.220446049250313e-16,0.5607389009464229,-3.032634016016976,0.01
107,-3.0045704238265127,1.0003292047442507,2.220446049250313e-16,0.5512635278783514,-3.0097918183682486,0.01
108,-2.9441646176454332,0.9998138875902516,2.220446049250313e-16,0.5311535931418715,-2.958263788461208,0.01
109,-2.936114871178038,0.9996816500269151,2.220446049250313e-16,0.5309087217103855,-2.9450366958229663,0.01
110,-2.9746955896759855,0.9999847613219562,0.0,0.5242428164851292,-2.9753528821270745,0.01
111,-2.9747217802183825,1.0000493315926804,2.220446049250313e-16,0.5371238628218921,-2.981809799134151,0.01
112,-3.016626918524769,1.0004210063734573,2.220446049250313e-16,0.5421499904613967,-3.0189685390564063,0.01
113,-3.015353819914846,1.000375605765244,0.0,0.5436327628930316,-3.014430285848094,0.01
114,-2.9615376845295516,0.9999618335031568,0.0,0.5212578097336796,-2.9730600390221515,0.01
115,-2.963794176882626,0.9998740408435564,3.3306690738754696e-16,0.5424495630955208,-2.9642800525459925,0.01
116,-2.9485346850822687,0.9998622991019358,0.0,0.5267029884007514,-2.9631057235720983,0.01
117,-2.960694603389708,0.9998781134181504,2.220446049250313e-16,0.5287858715021078,-2.9646873604801716,0.01
118,-2.968371624256169,0.9999581173348316,1.1102230246251565e-16,0.5206569863519449,-2.972688407315284,0.01
119,-2.9111105967807007,0.9994415244161067,0.0,0.5026381137101374,-2.9210136025956026,0.01
120,-2.885268042484377,0.9991073855478512,0.0,0.4766378599361499,-2.8875754545770116,0.01
121,-2.9116846502881257,0.9993848502909805,2.220446049250313e-16,0.500783330884316,-2.9153428624194384,0.01
122,-2.9125738426136123,0.9993807591849497,2.220446049250313e-16,0.4899819513737967,-2.914933499159277,0.01
123,-2.9168896541613787,0.9995002813220394,3.3306690738754696e-16,0.4723458276274054,-2.926892403647382,0.01
124,-2.931969916627706,0.9995724975528942,2.220446049250313e-16,0.4866885400663014,-2.9341173763096626,0.01
125,-2.9180681187942192,0.9994031932524977,0.0,0.4978233041999826,-2.9171782707887624,0.01
126,-2.927503865088529,0.9994780219547279,2.220446049250313e-16,0.4795602218852113,-2.9246653292188634,0.01
127,-2.9283636300173366,0.9995153598047187,3.3306690738754696e-16,0.48162820460834377,-2.9284009944127667,0.01
128,-2.9509802382400903,0.9998541933909822,3.3306690738754696e-16,0.4972309453167213,-2.9622950375590547,0.01
129,-2.947158841748289,0.9997219254898321,1.1102230246251565e-16,0.5050212969686544,-2.949065443537201,0.01
130,-2.9532777195505915,0.9997881053613179,3.3306690738754696e-16,0.5055778246012361,-2.955685052390217,0.01
131,-2.945369009906882,0.9997223068048127,2.220446049250313e-16,0.5074574951104167,-2.9491035856342642,0.01
132,-2.915258301129614,0.9994292825247287,2.220446049250313e-16,0.5051789405004475,-2.919788721894452,0.01
133,-2.932142723748407,0.9995721781697964,1.1102230246251565e-16,0.49746781972072496,-2.934085424335237,0.01
134,-2.929627382439866,0.9995446453075606,2.220446049250313e-16,0.5167645675350484,-2.9313309217555013,0.01
135,-2.928102141174426,0.9995066810214853,0.0,0.5022502115637985,-2.927532691506997,0.01
136,-2.926120028950246,0.9995710176436122,0.0,0.5011786891251263,-2.933969321978337,0.01
137,-2.9437501140379854,0.9996976535506265,2.220446049250313e-16,0.4889413394207815,-2.9466375450149194,0.01
138,-2.9118064323446182,0.9994092908457903,2.220446049250313e-16,0.4765466854049416,-2.917788392382625,0.01
139,-2.9217613954351704,0.999422882621685,3.3306690738754696e-16,0.4947079894994491,-2.919148364077585,0.01
140,-2.9146183109577497,0.9994360002968565,1.1102230246251565e-16,0.4820436576819757,-2.9204608804621826,0.01
141,-2.9352483317441775,0.9995205421268127,1.1102230246251565e-16,0.4946887631161936,-2.9289194765559277,0.01
142,-2.943869590071175,0.9997728166049189,0.0,0.49232422762919814,-2.9541558410287343,0.01
143,-2.945412100905198,0.9996227400345253,2.220446049250313e-16,0.47728702376229165,-2.939143646950693,0.01
144,-2.9679666683602455,0.9999369296552598,1.1102230246251565e-16,0.49825508558481185,-2.9705695281667306,0.01
145,-2.970898604225077,0.9999547413388272,2.220446049250313e-16,0.5034153223037108,-2.9723507930048094,0.01
146,-2.9659500938606778,0.9999796725935485,0.0,0.5163189158006013,-2.9748440002369017,0.01
147,-2.9512243633623556,0.9997221070579754,2.220446049250313e-16,0.5022735416057901,-2.9490836054002214,0.01
148,-2.959165883324032,0.9998038229406634,0.0,0.5059520962687828,-2.9572571310852442,0.01
149,-2.9503897463949786,0.9997711708140476,1.1102230246251565e-16,0.4990008117944385,-2.953991224408003,0.01
150,-2.9697245190060513,0.9998164454620503,2.220446049250313e-16,0.4946819675827084,-2.9585196229279473,0.01
151,-2.992296008653781,1.000212282873568,2.220446049250313e-16,0.5079518116583052,-2.9981027960172497,0.01
152,-3.006443916367811,1.0003746016678137,2.220446049250313e-16,0.49748995245813715,-3.0143299137551773,0.01
153,-2.989607267869025,1.0002325192629242,2.220446049250313e-16,0.49238211533782206,-3.0001259849935438,0.01
154,-2.9609027472326535,0.9998411165007037,1.1102230246251565e-16,0.4720826000743493,-2.960987149280867,0.01
155,-2.9805179735446883,0.999957323851913,2.220446049250313e-16,0.46932917634262544,-2.9726090556685834,0.01
156,-2.988209920349638,1.0001145755095513,2.220446049250313e-16,0.4636619295960553,-2.98833365617046,0.01
157,-2.9607913769621783,0.9998781293439674,0.0,0.46951960570404166,-2.9646889532561227,0.01
158,-2.9351057522849024,0.9995964723324272,1.1102230246251565e-16,0.4657476036538157,-2.936515850865415,0.01
159,-2.9341652159426603,0.9996157721057378,3.3306690738754696e-16,0.4522839540754577,-2.9384465886712317,0.01
160,-2.9247599148912737,0.9995140622684386,0.0,0.44895531186336485,-2.928271177786142,0.01
161,-2.9411967056192587,0.9996878700001673,2.220446049250313e-16,0.4651356527102912,-2.9456588892885067,0.01
162,-2.9400844199585245,0.9996208306980604,3.3306690738754696e-16,0.4589464837126437,-2.9389526410629716,0.01
163,-2.902093578130615,0.9993147223857531,0.0,0.4521383766103217,-2.9083255091148885,0.01
164,-2.8914545529586366,0.9990977250211112,1.1102230246251565e-16,0.46735940318957003,-2.8866085341454557,0.01
165,-2.913331495728533,0.9994235927329563,1.1102230246251565e-16,0.4694944239286053,-2.919219416184923,0.01
166,-2.9232714236966846,0.9995561842284354,1.1102230246251565e-16,0.4802734693690948,-2.932485332849186,0.01
167,-2.9126638924977906,0.9993072393181153,2.220446049250313e-16,0.4918806373997268,-2.90757668639792,0.01
168,-2.8849451123559544,0.999134873578779,2.220446049250313e-16,0.49284509196572057,-2.8903266756369224,0.01
169,-2.8890343099966405,0.9990822573788609,3.3306690738754696e-16,0.4939299400795255,-2.8850603610693346,0.01
170,-2.9035459317830186,0.9993162910717788,1.1102230246251565e-16,0.4995365501816086,-2.908482485166581,0.01
171,-2.853342168676199,0.9987615392098165,1.1102230246251565e-16,0.4756720935183597,-2.852953929891186,0.01
172,-2.9080020004954634,0.9992411140692513,1.1102230246251565e-16,0.48822910812817694,-2.9009593584983557,0.01
173,-2.9279016281885233,0.9995409543571117,1.1102230246251565e-16,0.4844565297389612,-2.930961657883139,0.01
174,-2.945378262942155,0.9997585306434806,1.1102230246251565e-16,0.4905658859479215,-2.9527269100487126,0.01
175,-2.928813078786579,0.9995435158794732,2.220446049250313e-16,0.4650944067637812,-2.931217927430451,0.01
176,-2.954331812992871,0.9998910362359813,1.1102230246251565e-16,0.4737960832531066,-2.96597979144246,0.01
177,-2.9844032040743587,1.0000172953881525,2.220446049250313e-16,0.48766020027899737,-2.9786062854014306,0.01
178,-2.970530519751344,0.99999651786832,1.1102230246251565e-16,0.47887856673167717,-2.9765285477682575,0.01
179,-2.9503457330939065,0.999794278175336,2.220446049250313e-16,0.47217553116190153,-2.956302462712378,0.01
180,-2.930038423724414,0.9995736284634734,0.0,0.47934725974712894,-2.9342305156709547,0.01
181,-2.9128456139278227,0.9993934958945699,2.220446049250313e-16,0.4837816590275496,-2.916207951197952,0.01
182,-2.922176993908657,0.9995058633542316,0.0,0.4759247058356592,-2.9274508843911846,0.01
183,-2.9219963099511426,0.9994236504085839,3.3306690738754696e-16,0.5012187585950936,-2.919225187073856,0.01
184,-2.8847938136377964,0.9990966609134783,2.220446049250313e-16,0.476441624109745,-2.8865020272269115,0.01
185,-2.847785139866749,0.9987615034408942,1.1102230246251565e-16,0.45607916628285167,-2.8529503485634433,0.01
186,-2.8477230297102287,0.9987279879054357,1.1102230246251565e-16,0.45486491882627395,-2.8495945826776174,0.01
187,-2.8653028826228963,0.9988871919311427,2.220446049250313e-16,0.4593038610050564,-2.8655339915938844,0.01
188,-2.8613401560575737,0.9988074716831489,1.1102230246251565e-16,0.46967828376531207,-2.857552767086654,0.01
189,-2.872293045459815,0.9990569811987406,0.0,0.4800866130266658,-2.882530389220033,0.01
190,-2.8963728124735746,0.999279855545082,0.0,0.4886916688220164,-2.904836373193043,0.01
191,-2.88502080717787,0.9990647526909335,2.220446049250313e-16,0.46775017806100316,-2.883308268971886,0.01
192,-2.8824852433390724,0.99909282488898,2.220446049250313e-16,0.45879450867786403,-2.8861180772035797,0.01
193,-2.9211352419860375,0.9994780986649499,1.1102230246251565e-16,0.45817640596680526,-2.9246730042468587,0.01
194,-2.9073211012080775,0.9993843798363797,2.220446049250313e-16,0.4590384959723212,-2.9152957879904173,0.01
195,-2.905198360939697,0.9993281621677138,2.220446049250313e-16,0.4732167424424765,-2.909670399896875,0.01
196,-2.8740440781714014,0.9989986970838541,1.1102230246251565e-16,0.4647208389559865,-2.8766963060623842,0.01
197,-2.8471262293695725,0.998752258287267,1.1102230246251565e-16,0.4665850859234217,-2.8520246824874373,0.01
198,-2.841522088861507,0.9986918728738519,1.1102230246251565e-16,0.43725995537218876,-2.8459784144099904,0.01
199,-2.8528641305598077,0.9987559825655913,2.220446049250313e-16,0.4462492634284322,-2.8523975748989123,0.01
200,-2.816314971178067,0.9984271298294426,0.0,0.44155695872868134,-2.8194659185996205,0.01
201,-2.808789335329263,0.9983499295232792,2.220446049250313e-16,0.44242954633164594,-2.8117334272992,0.01
202,-2.8268897811521847,0.9985180799639511,0.0,0.4422016272217259,-2.8285748449863406,0.01
203,-2.858811886370418,0.9987401417598055,0.0,0.46108116967942525,-2.8508115086639756,0.01
204,-2.8353814185695763,0.9985829736225011,2.220446049250313e-16,0.44449325589559946,-2.8350736306593434,0.01
205,-2.8541432230229584,0.9987383227352141,0.0,0.4288800885485581,-2.850629376578601,0.01
206,-2.8491106296969506,0.998712459464223,2.220446049250313e-16,0.44844322631886563,-2.8480397487166464,0.01
207,-2.846704327295559,0.9987441839081708,3.3306690738754696e-16,0.4410644014477792,-2.851216232577297,0.01
208,-2.820384134731872,0.9984727167855271,1.1102230246251565e-16,0.4184543726755788,-2.824031691507061,0.01
209,-2.831004385030773,0.9985719328981711,0.0,0.42609510551985075,-2.8339679853942625,0.01
210,-2.827181098335645,0.9985479404852721,1.1102230246251565e-16,0.41778041001784316,-2.83156528406222,0.01
211,-2.8197107139096977,0.998448157266994,2.220446049250313e-16,0.4203802342998822,-2.8215719527309036,0.01
212,-2.8432582155771504,0.9986251760736587,3.3306690738754696e-16,0.4217421899966145,-2.839299775157128,0.01
213,-2.8473980276939725,0.9987161860601012,0.0,0.4252759855055964,-2.848412888041173,0.01
214,-2.8762818194853237,0.9990089048222028,0.0,0.44003032196778175,-2.877718097805273,0.01
215,-2.887590302291771,0.9990917619616364,1.1102230246251565e-16,0.43054259814194157,-2.8860116878989346,0.01
216,-2.901387629660203,0.999231866563525,0.0,0.4394756359610672,-2.900033901330064,0.01
217,-2.9505779718972263,0.9996406549390587,0.0,0.4803372972025966,-2.940935797457541,0.01
218,-2.946790291102659,0.9997263291624674,1.1102230246251565e-16,0.4698994953172545,-2.949505932319466,0.01
219,-2.959903959564723,0.9998356666186764,2.220446049250313e-16,0.4882953911976988,-2.960442072989153,0.01
220,-2.935452897947565,0.999743799822374,3.3306690738754696e-16,0.4850953399774144,-2.9512534612926276,0.01
221,-2.9239105515074,0.9994372739017473,2.220446049250313e-16,0.4630891001912341,-2.92058831274178,0.01
222,-2.946267798083909,0.9996910918764126,0.0,0.49009613914962513,-2.9459811769894353,0.01
223,-2.990453107389432,1.000159414830172,0.0,0.48202514408456326,-2.9928169740402497,0.01
224,-2.976101250366287,1.0000446959619815,2.220446049250313e-16,0.48093787252018044,-2.981346257857083,0.01
225,-2.9776583392097487,1.0000514488826369,0.0,0.4943852482155085,-2.9820215174612534,0.01
226,-2.9865719979419625,1.000141245964903,0.0,0.4999766308708529,-2.9910003606054936,0.01
227,-3.0240676970739337,1.0004077232719324,0.0,0.4997148065103346,-3.0176407790809323,0.01
228,-3.052874527521189,1.0008181596944912,0.0,0.5210286686039376,-3.058659279971516,0.01
229,-3.0489702686666327,1.0007430526404755,2.220446049250313e-16,0.5043260343817012,-3.0511544328963605,0.01
230,-3.0104339396794333,1.0004605820369723,2.220446049250313e-16,0.49254380441896406,-3.022924361704786,0.01
231,-3.0090211287969533,1.0004345899425071,2.220446049250313e-16,0.4926697455091224,-3.0203263151073605,0.01
232,-2.9929431405887628,1.0002875465475447,2.220446049250313e-16,0.49494758464205657,-3.005627282938368,0.01
233,-3.030647338231254,1.0005252852539395,0.0,0.4979012005639403,-3.0293914955358687,0.01
234,-3.0061210957681395,1.000411744493128,2.220446049250313e-16,0.47474118115382774,-3.018042736504918,0.01
235,-3.0119177845162013,1.0004403214680235,4.440892098500626e-16,0.48508342424886114,-3.020899217039797,0.01
236,-2.988950134278559,1.0001794663946377,4.440892098500626e-16,0.5006268468203426,-2.9948217907894885,0.01
237,-2.9770001987043986,1.0000831363283798,0.0,0.48080828259493014,-2.9851900488170773,0.01
238,-2.960439728944826,0.9999587013472623,3.3306690738754696e-16,0.4996230361809326,-2.972746810987317,0.01
239,-2.98799058086706,1.0001659327291734,2.220446049250313e-16,0.5106088168349722,-2.993468657928473,0.01
240,-2.984151076023577,1.0002057000499656,2.220446049250313e-16,0.5238695380381573,-2.9974446512034696,0.01
241,-2.9660759830058523,1.0000651160288874,0.0,0.5034609293156918,-2.983388152435447,0.01
242,-2.9547338907819314,0.9998078981325468,0.0,0.4994052104626054,-2.9576647294043306,0.01
243,-2.966729850145726,0.9999009456940577,0.0,0.5122503453549918,-2.9669708403279627,0.01
244,-2.941937097970221,0.9997482028855836,2.220446049250313e-16,0.48886473063345903,-2.951693879479113,0.01
245,-2.924881364323316,0.999631013260304,1.1102230246251565e-16,0.46704701854418446,-2.9399712783369796,0.01
246,-2.949564052107508,0.9996691849265714,2.220446049250313e-16,0.48439753379445255,-2.9437897810617795,0.01
247,-2.919116132606817,0.9994094018927893,4.440892098500626e-16,0.4704063976768722,-2.91779950364519,0.01
248,-2.9265892830435294,0.9995664003687116,1.1102230246251565e-16,0.45365671762833243,-2.933507395263218,0.01
249,-2.9496722114181835,0.9996715204270993,3.3306690738754696e-16,0.47413749392369026,-2.9440234081290106,0.01
250,-2.9398483538872533,0.9997210431324943,0.0,0.4629218503813161,-2.948977183221282,0.01
251,-2.9234695707535105,0.9995692500636716,3.3306690738754696e-16,0.4449189959223127,-2.9337924879690465,0.01
252,-2.913105191482518,0.9993195718090857,1.1102230246251565e-16,0.45881006238868105,-2.9088107828184433,0.01
253,-2.920143638776896,0.9994414261843547,0.0,0.460571938780912,-2.921003773930667,0.01
254,-2.9195324862452905,0.999416266710094,1.1102230246251565e-16,0.4768474531137847,-2.918486388690925,0.01
255,-2.921412221713461,0.9995718676887275,0.0,0.46921550320087124,-2.93405436293451,0.01
256,-2.9348090567406033,0.999582005891306,0.0,0.472863988656653,-2.9350686122839544,0.01
257,-2.8888414289413595,0.999198189009569,0.0,0.47720113329654235,-2.8966635002627674,0.01
258,-2.9024555565710184,0.9992271519417967,1.1102230246251565e-16,0.497888833784546,-2.8995620756196865,0.01
259,-2.903800999502507,0.9993302454930787,3.3306690738754696e-16,0.4972175454218218,-2.909878872275665,0.01
260,-2.8902147061076975,0.9991421063492504,3.3306690738754696e-16,0.4905876772654278,-2.8910505763314855,0.01
261,-2.87649478784696,0.9990288539278075,1.1102230246251565e-16,0.48560168021692285,-2.8797149675356675,0.01
262,-2.859182070304223,0.9988960727431127,1.1102230246251565e-16,0.465071939667101,-2.8664230582033503,0.01
263,-2.8777456813870814,0.9989558168299748,4.440892098500626e-16,0.4506097311423059,-2.8724038906355496,0.01
264,-2.912670573499432,0.9993815241167822,2.220446049250313e-16,0.470893063160267,-2.9150100397100287,0.01
265,-2.917673513915259,0.9994402304197495,0.0,0.46474446793799246,-2.9208841305688957,0.01
