step,r_s,tau,elocal,ke,pot,acceptance
6002,4,0.2,-1.3791879154027922,-0.5542921313392765,-0.8248957840635156,0.772
6003,4,0.2,-1.3779053937397021,-0.5543316960535973,-0.8235736976861047,0.802
6004,4,0.2,-1.381839690430625,-0.5541297245648212,-0.8277099658658035,0.764
6005,4,0.2,-1.3847016412111681,-0.5540872417794194,-0.8306143994317488,0.768
6006,4,0.2,-1.3845874992382974,-0.5540529539449474,-0.8305345452933498,0.78
6007,4,0.2,-1.3859261828041798,-0.5543511677587358,-0.8315750150454437,0.798
6008,4,0.2,-1.3864010587814661,-0.5545338091201645,-0.8318672496613017,0.8
6009,4,0.2,-1.3826512819332086,-0.5544986315619683,-0.82815265037124,0.82
6010,4,0.2,-1.3827890415774866,-0.554246396877039,-0.8285426447004475,0.79
6011,4,0.2,-1.3822012076633714,-0.5542831302618335,-0.8279180774015381,0.78
6012,4,0.2,-1.382876672757359,-0.5539983001097569,-0.8288783726476019,0.774
6013,4,0.2,-1.3840150570939893,-0.5542993688396026,-0.8297156882543867,0.746
6014,4,0.2,-1.381824250184387,-0.5541683379505282,-0.827655912233859,0.736
6015,4,0.2,-1.3833758410552202,-0.5541471620238992,-0.829228679031321,0.794
6016,4,0.2,-1.3809187410216517,-0.554198251408015,-0.8267204896136365,0.778
6017,4,0.2,-1.3814897115390328,-0.5543408474016228,-0.8271488641374101,0.798
6018,4,0.2,-1.380959348359113,-0.5545493554161656,-0.8264099929429474,0.786
6019,4,0.2,-1.3819424421295818,-0.5542863249207918,-0.8276561172087902,0.788
6020,4,0.2,-1.379388710625654,-0.554572200559581,-0.8248165100660727,0.806
6021,4,0.2,-1.3764427173233558,-0.5546233267192485,-0.8218193906041074,0.79
6022,4,0.2,-1.3787152345786453,-0.5548618359812402,-0.823853398597405,0.818
6023,4,0.2,-1.379360335650773,-0.5551288213557147,-0.8242315142950581,0.82
6024,4,0.2,-1.3784054235310514,-0.5549214858333407,-0.8234839376977107,0.792
6025,4,0.2,-1.3775760318389625,-0.5546809935773531,-0.8228950382616096,0.77
6026,4,0.2,-1.379998948417251,-0.5548051044803273,-0.8251938439369236,0.788
6027,4,0.2,-1.374488866515268,-0.5546497182960143,-0.8198391482192535,0.778
6028,4,0.2,-1.3742286126492291,-0.5547913928487722,-0.8194372198004567,0.768
6029,4,0.2,-1.3753678231206259,-0.5545559454979575,-0.8208118776226682,0.804
6030,4,0.2,-1.3757260460574163,-0.554749549493164,-0.8209764965642522,0.79
6031,4,0.2,-1.376990421737595,-0.5546236495958501,-0.8223667721417449,0.768
6032,4,0.2,-1.3776050611124715,-0.5546128623539863,-0.8229921987584853,0.8
6033,4,0.2,-1.3784632788914706,-0.5546252661875745,-0.823838012703896,0.768
6034,4,0.2,-1.380676557978386,-0.5546514210208136,-0.8260251369575724,0.76
6035,4,0.2,-1.3814410922045326,-0.5547392664634224,-0.8267018257411105,0.746
6036,4,0.2,-1.3780148697441228,-0.5547517416939609,-0.8232631280501617,0.774
6037,4,0.2,-1.3772074521693292,-0.5547744681903366,-0.8224329839789926,0.766
6038,4,0.2,-1.3762060923684512,-0.5548518687921541,-0.8213542235762974,0.764
6039,4,0.2,-1.3767138628646574,-0.5548494414245165,-0.8218644214401408,0.808
6040,4,0.2,-1.378344304979495,-0.5548561544191036,-0.8234881505603915,0.77
6041,4,0.2,-1.3787753094156652,-0.5546610300620555,-0.8241142793536095,0.79
6042,4,0.2,-1.3794128850296825,-0.554635306985673,-0.8247775780440093,0.81
6043,4,0.2,-1.3813682561659104,-0.5543774959669154,-0.8269907601989949,0.814
6044,4,0.2,-1.3801378883468856,-0.5542162192984657,-0.8259216690484198,0.804
6045,4,0.2,-1.3773607972452793,-0.553948917103023,-0.8234118801422562,0.806
6046,4,0.2,-1.3766204682866412,-0.5541932600969336,-0.8224272081897076,0.822
6047,4,0.2,-1.379909693032571,-0.5542314342440849,-0.8256782587884859,0.77
6048,4,0.2,-1.379436047261388,-0.5544766446254118,-0.8249594026359762,0.798
6049,4,0.2,-1.3791654207819373,-0.5544599987781831,-0.8247054220037542,0.808
6050,4,0.2,-1.3802004544397461,-0.5545410501154422,-0.8256594043243038,0.76
6051,4,0.2,-1.3805766542481483,-0.5545517126323001,-0.8260249416158483,0.788
6052,4,0.2,-1.3782237658207641,-0.5548830219289109,-0.8233407438918532,0.814
6053,4,0.2,-1.3785954598136663,-0.5549225060568739,-0.8236729537567926,0.76
6054,4,0.2,-1.3802292610004792,-0.5547211344667939,-0.8255081265336853,0.76
6055,4,0.2,-1.378546034756466,-0.5549775361076525,-0.8235684986488135,0.802
6056,4,0.2,-1.3774074381703092,-0.5551597182979104,-0.8222477198723989,0.776
6057,4,0.2,-1.3779535849892517,-0.5553790092702009,-0.8225745757190508,0.788
6058,4,0.2,-1.377773270435972,-0.5553653472186779,-0.822407923217294,0.81
6059,4,0.2,-1.3760047175105208,-0.5552202164407438,-0.8207845010697767,0.806
6060,4,0.2,-1.3755972397780238,-0.5550930327211725,-0.8205042070568513,0.79
6061,4,0.2,-1.3729162917251276,-0.555029258412757,-0.8178870333123708,0.816
6062,4,0.2,-1.3733415055557507,-0.5552656579436878,-0.8180758476120632,0.762
6063,4,0.2,-1.3712296809429776,-0.5557965299273228,-0.8154331510156548,0.794
6064,4,0.2,-1.372155662853727,-0.5551742230752866,-0.8169814397784404,0.788
6065,4,0.2,-1.3690329620673694,-0.5552639159329524,-0.8137690461344168,0.776
6066,4,0.2,-1.36876755555611,-0.5552951867903823,-0.8134723687657279,0.836
6067,4,0.2,-1.371031729681623,-0.5551110953309683,-0.815920634350655,0.778
6068,4,0.2,-1.3726008646818975,-0.5548660593885172,-0.8177348052933802,0.824
6069,4,0.2,-1.3748416079549741,-0.5546582585179528,-0.8201833494370212,0.82
6070,4,0.2,-1.373045516269502,-0.554816977164777,-0.818228539104725,0.792
6071,4,0.2,-1.3729180576465938,-0.5547095054111761,-0.8182085522354178,0.782
6072,4,0.2,-1.3738891588517141,-0.5546136723186137,-0.8192754865331006,0.832
6073,4,0.2,-1.3745625288272785,-0.554616560895635,-0.8199459679316436,0.79
6074,4,0.2,-1.374868115250677,-0.5544139911583943,-0.8204541240922828,0.818
6075,4,0.2,-1.3759910716386095,-0.5545837574169951,-0.8214073142216144,0.778
6076,4,0.2,-1.3788361949232473,-0.5547355193780588,-0.8241006755451885,0.818
6077,4,0.2,-1.3782404240527208,-0.5545515462081483,-0.8236888778445725,0.8
6078,4,0.2,-1.3762533349019874,-0.5544615276645213,-0.8217918072374661,0.78
6079,4,0.2,-1.3737487260656167,-0.5545974269468502,-0.8191512991187662,0.788
6080,4,0.2,-1.3761865131257378,-0.5546317450921815,-0.8215547680335561,0.78
6081,4,0.2,-1.3782893016467177,-0.5548755511380946,-0.823413750508623,0.774
6082,4,0.2,-1.3772142135664116,-0.5545241755812566,-0.822690037985155,0.766
6083,4,0.2,-1.3790091746817317,-0.5547567335159937,-0.8242524411657375,0.794
6084,4,0.2,-1.3812200590780677,-0.5546290798948877,-0.8265909791831797,0.776
6085,4,0.2,-1.3841682307458183,-0.555049631173671,-0.8291185995721474,0.776
6086,4,0.2,-1.3830288479630057,-0.5545420004223033,-0.8284868475407025,0.806
6087,4,0.2,-1.381026478468377,-0.5545630872585773,-0.8264633912097997,0.784
6088,4,0.2,-1.3823466642261846,-0.5538669891214031,-0.8284796751047815,0.778
6089,4,0.2,-1.3822328247429305,-0.5537054781235752,-0.8285273466193549,0.774
6090,4,0.2,-1.3816414261705328,-0.5537377798336044,-0.8279036463369283,0.808
6091,4,0.2,-1.382266878179966,-0.5538332901343381,-0.8284335880456278,0.788
6092,4,0.2,-1.3820811248138694,-0.5538942313208574,-0.8281868934930119,0.78
6093,4,0.2,-1.3791501575902336,-0.5536662623368654,-0.8254838952533682,0.82
6094,4,0.2,-1.3797473829654348,-0.5538296152933316,-0.8259177676721032,0.804
6095,4,0.2,-1.3793850220771546,-0.5537084266507913,-0.8256765954263633,0.776
6096,4,0.2,-1.3786647127545253,-0.5541590381707967,-0.8245056745837287,0.808
6097,4,0.2,-1.3761967966424433,-0.5539654730135828,-0.8222313236288605,0.792
6098,4,0.2,-1.3767664241280704,-0.5538616442904959,-0.8229047798375746,0.764
6099,4,0.2,-1.3800100055895246,-0.5537387718243361,-0.8262712337651887,0.774
6100,4,0.2,-1.382657133781284,-0.5537366918182085,-0.8289204419630753,0.822
6101,4,0.2,-1.380600664239758,-0.5535828947138659,-0.8270177695258919,0.774
6102,4,0.2,-1.3788060710705605,-0.553951628169491,-0.8248544429010698,0.782
6103,4,0.2,-1.3811841043361792,-0.5537655511006095,-0.8274185532355698,0.826
6104,4,0.2,-1.3801747385739327,-0.5535462240975657,-0.826628514476367,0.838
6105,4,0.2,-1.3802257920809398,-0.5536337107946598,-0.8265920812862798,0.762
6106,4,0.2,-1.380327175593428,-0.5537468052930635,-0.8265803703003645,0.766
6107,4,0.2,-1.3791831595207553,-0.5535650318175618,-0.8256181277031933,0.788
6108,4,0.2,-1.3781509758413293,-0.553728840389454,-0.8244221354518755,0.816
6109,4,0.2,-1.3770920970207137,-0.5536293495766845,-0.8234627474440291,0.848
6110,4,0.2,-1.377169687377115,-0.5537339845215205,-0.8234357028555946,0.846
6111,4,0.2,-1.3787970074263762,-0.5536616272980359,-0.8251353801283403,0.782
6112,4,0.2,-1.3773776130452824,-0.5536336126865418,-0.8237440003587407,0.794
6113,4,0.2,-1.3754767043159781,-0.5534535131842576,-0.8220231911317203,0.814
6114,4,0.2,-1.3774393559827043,-0.5532266361289342,-0.8242127198537701,0.792
6115,4,0.2,-1.3805155777609783,-0.5529017024999668,-0.8276138752610115,0.808
6116,4,0.2,-1.3803047408298261,-0.5529175975196308,-0.8273871433101952,0.816
6117,4,0.2,-1.3810996561054467,-0.5531213988942913,-0.8279782572111556,0.802
6118,4,0.2,-1.3769526665648282,-0.5531689379202444,-0.8237837286445838,0.774
6119,4,0.2,-1.37398639914257,-0.5532198453918452,-0.8207665537507247,0.822
6120,4,0.2,-1.3787793588805322,-0.5532878430727405,-0.8254915158077918,0.82
6121,4,0.2,-1.3770004371523448,-0.5534229078017477,-0.8235775293505971,0.784
6122,4,0.2,-1.3781775408493062,-0.5535472496777144,-0.8246302911715917,0.788
6123,4,0.2,-1.3775981355690192,-0.553572566242833,-0.8240255693261863,0.792
6124,4,0.2,-1.371842678657354,-0.5533765325049594,-0.8184661461523947,0.804
6125,4,0.2,-1.3730508238035082,-0.5532534873277744,-0.8197973364757337,0.784
6126,4,0.2,-1.3716418100374295,-0.5535071848591083,-0.8181346251783211,0.792
6127,4,0.2,-1.3721139248626495,-0.5535039793192558,-0.8186099455433937,0.796
6128,4,0.2,-1.3702467170263661,-0.5535732704418412,-0.8166734465845248,0.796
6129,4,0.2,-1.3739830474526267,-0.5536186845168719,-0.8203643629357548,0.76
6130,4,0.2,-1.3736209658870069,-0.5536096262014294,-0.8200113396855774,0.792
6131,4,0.2,-1.3726017653113818,-0.5533269249022421,-0.8192748404091398,0.792
6132,4,0.2,-1.3705988203317647,-0.5533860200989558,-0.8172128002328091,0.788
6133,4,0.2,-1.375184811564836,-0.5533158136876657,-0.8218689978771704,0.776
6134,4,0.2,-1.370854755778455,-0.5533206123537039,-0.8175341434247512,0.806
6135,4,0.2,-1.3738412783587461,-0.5530528645722795,-0.8207884137864665,0.79
6136,4,0.2,-1.3722690932496708,-0.5531475840854557,-0.8191215091642152,0.78
6137,4,0.2,-1.3733847781218893,-0.5528758088978966,-0.8205089692239926,0.772
6138,4,0.2,-1.3765718598409258,-0.5536564091355235,-0.8229154507054021,0.79
6139,4,0.2,-1.3711295936993173,-0.5532055379405969,-0.8179240557587204,0.782
6140,4,0.2,-1.3715468001892945,-0.553022148658323,-0.8185246515309716,0.794
6141,4,0.2,-1.3743568171404168,-0.5528591894033487,-0.8214976277370681,0.802
6142,4,0.2,-1.3771592787313824,-0.5531688919230487,-0.8239903868083336,0.762
6143,4,0.2,-1.3777953732361794,-0.5533696586855863,-0.8244257145505931,0.798
6144,4,0.2,-1.372581608335213,-0.5529651467000128,-0.8196164616352001,0.778
6145,4,0.2,-1.375120183196521,-0.5531499767361074,-0.8219702064604132,0.778
6146,4,0.2,-1.376578978995974,-0.5534146673396417,-0.8231643116563324,0.786
6147,4,0.2,-1.3763153168413047,-0.5531434690834545,-0.8231718477578504,0.774
6148,4,0.2,-1.3760829059172552,-0.5531063135608597,-0.8229765923563953,0.782
6149,4,0.2,-1.3745974744437368,-0.5533304011965816,-0.821267073247155,0.756
6150,4,0.2,-1.3755387736606717,-0.5532043283902764,-0.8223344452703953,0.788
6151,4,0.2,-1.3733464479491508,-0.5532242009194861,-0.8201222470296647,0.826
6152,4,0.2,-1.3728724820424607,-0.5528746942762632,-0.8199977877661975,0.772
6153,4,0.2,-1.3692970981714139,-0.5529523608255685,-0.8163447373458452,0.752
6154,4,0.2,-1.3705508919249527,-0.5529865969206477,-0.8175642950043047,0.798
6155,4,0.2,-1.3733687840761,-0.5530474700469524,-0.8203213140291477,0.798
6156,4,0.2,-1.3712908793763718,-0.553004288524993,-0.8182865908513788,0.794
6157,4,0.2,-1.3711356856632781,-0.5528554825435472,-0.8182802031197309,0.778
6158,4,0.2,-1.373216843531856,-0.5529713253938167,-0.8202455181380394,0.824
6159,4,0.2,-1.3706909081883192,-0.5531510973489551,-0.8175398108393639,0.786
6160,4,0.2,-1.3755555426803043,-0.5530561668390226,-0.8224993758412817,0.788
6161,4,0.2,-1.376651598991056,-0.5530986834396129,-0.8235529155514429,0.778
6162,4,0.2,-1.3787691014650267,-0.5529998053626821,-0.825769296102345,0.786
6163,4,0.2,-1.3781827435990401,-0.5530637118458781,-0.825119031753162,0.766
6164,4,0.2,-1.3791255128563604,-0.5531204287101055,-0.8260050841462553,0.794
6165,4,0.2,-1.377264337589748,-0.5531809707790849,-0.8240833668106632,0.764
6166,4,0.2,-1.3780877652338384,-0.5533135916996204,-0.8247741735342179,0.796
6167,4,0.2,-1.3766588387502947,-0.5532478153777161,-0.8234110233725788,0.818
6168,4,0.2,-1.376111431206446,-0.5531300603135162,-0.8229813708929298,0.792
6169,4,0.2,-1.377055299499799,-0.5533401961556794,-0.8237151033441196,0.812
6170,4,0.2,-1.3751809901583114,-0.5534796507990184,-0.8217013393592931,0.802
6171,4,0.2,-1.3765996636363356,-0.5536158771266271,-0.8229837865097086,0.796
6172,4,0.2,-1.375707603362563,-0.5533130836358771,-0.822394519726686,0.774
6173,4,0.2,-1.37400439571978,-0.5533206230834936,-0.820683772636286,0.764
6174,4,0.2,-1.3725914821615284,-0.553178104203666,-0.8194133779578626,0.786
6175,4,0.2,-1.373145171381443,-0.5529451630118447,-0.8202000083695982,0.796
6176,4,0.2,-1.3728450825307772,-0.5531082015661979,-0.8197368809645796,0.812
6177,4,0.2,-1.3736983115038133,-0.5529907474155049,-0.8207075640883084,0.784
6178,4,0.2,-1.3747228026460703,-0.553440225287191,-0.8212825773588794,0.84
6179,4,0.2,-1.3745584420162813,-0.5527876518345961,-0.8217707901816852,0.796
6180,4,0.2,-1.3736225075618094,-0.5530469136255394,-0.8205755939362704,0.8
6181,4,0.2,-1.3733023204983654,-0.5528869616368196,-0.8204153588615458,0.808
6182,4,0.2,-1.3744917412842086,-0.5530198264090959,-0.8214719148751126,0.78
6183,4,0.2,-1.3726273817022292,-0.5526898391725988,-0.8199375425296307,0.768
6184,4,0.2,-1.3767948667756933,-0.552816926186039,-0.8239779405896542,0.81
6185,4,0.2,-1.3767615271611768,-0.5528772488360381,-0.8238842783251387,0.782
6186,4,0.2,-1.3759571394404198,-0.5529498246055877,-0.8230073148348317,0.766
6187,4,0.2,-1.375137439377721,-0.552803952855395,-0.822333486522326,0.786
6188,4,0.2,-1.374529218973269,-0.5529505867238993,-0.82157863224937,0.804
6189,4,0.2,-1.3725222171882845,-0.5527556814310387,-0.8197665357572457,0.784
6190,4,0.2,-1.3763686045997825,-0.5528045188508356,-0.8235640857489468,0.826
6191,4,0.2,-1.3773699795180596,-0.5526867228838773,-0.8246832566341821,0.808
6192,4,0.2,-1.3780820746726798,-0.5527529980528507,-0.8253290766198291,0.778
6193,4,0.2,-1.3780368006635304,-0.5524948213201285,-0.8255419793434019,0.75
6194,4,0.2,-1.3772913316756756,-0.5525440522450134,-0.8247472794306622,0.826
6195,4,0.2,-1.375992758563924,-0.5525272503356761,-0.8234655082282479,0.818
6196,4,0.2,-1.375588518461117,-0.552550008879315,-0.8230385095818019,0.798
6197,4,0.2,-1.3750446444513795,-0.5525293399896407,-0.8225153044617388,0.754
6198,4,0.2,-1.3749895519187123,-0.5525245044921648,-0.8224650474265475,0.804
6199,4,0.2,-1.37476238573729,-0.5525734983354376,-0.8221888874018523,0.784
6200,4,0.2,-1.3735803303989829,-0.5527332047255515,-0.8208471256734312,0.796
6201,4,0.2,-1.375444859104431,-0.5526350083635216,-0.8228098507409095,0.804
6202,4,0.2,-1.3746414786309755,-0.5526810727096161,-0.8219604059213595,0.782
6203,4,0.2,-1.3737270223017868,-0.5527818980764839,-0.8209451242253029,0.812
6204,4,0.2,-1.3737849145775811,-0.5528840446380962,-0.820900869939485,0.806
6205,4,0.2,-1.3743743380784283,-0.5526746507412331,-0.8216996873371951,0.782
6206,4,0.2,-1.3745628231286655,-0.5526537701743116,-0.8219090529543539,0.762
6207,4,0.2,-1.373096282712459,-0.5524324282538577,-0.820663854458601,0.782
6208,4,0.2,-1.371214510779591,-0.5524723604145723,-0.818742150365019,0.752
6209,4,0.2,-1.3709058060486974,-0.5524276943885245,-0.818478111660173,0.82
6210,4,0.2,-1.368883902456879,-0.5524821740288471,-0.8164017284280317,0.786
6211,4,0.2,-1.368420760464278,-0.5524938029113291,-0.8159269575529489,0.788
6212,4,0.2,-1.3718212484571153,-0.5525787959931873,-0.8192424524639281,0.776
6213,4,0.2,-1.3713732406803665,-0.5524506093837384,-0.8189226312966281,0.816
6214,4,0.2,-1.36925286044847,-0.5523562528685025,-0.8168966075799675,0.798
6215,4,0.2,-1.3694466121866802,-0.5522442911082039,-0.8172023210784762,0.788
6216,4,0.2,-1.3682672790898034,-0.552350354019631,-0.8159169250701727,0.798
6217,4,0.2,-1.37000824855251,-0.5524531422191903,-0.8175551063333196,0.796
6218,4,0.2,-1.3718352603908783,-0.5522420893829014,-0.8195931710079769,0.804
6219,4,0.2,-1.375520952733266,-0.5524498701542238,-0.8230710825790423,0.792
6220,4,0.2,-1.3749480240764518,-0.5523517957605435,-0.8225962283159081,0.822
6221,4,0.2,-1.3737744098562448,-0.5525138048743882,-0.8212606049818569,0.752
6222,4,0.2,-1.3728787606292263,-0.552391990350808,-0.8204867702784185,0.796
6223,4,0.2,-1.3762877592861529,-0.5523720181478449,-0.8239157411383078,0.764
6224,4,0.2,-1.3766107431942134,-0.5524397868774956,-0.8241709563167179,0.77
6225,4,0.2,-1.3779607519710668,-0.5524209200137307,-0.8255398319573364,0.786
6226,4,0.2,-1.3786944550325648,-0.5525299277778447,-0.8261645272547199,0.764
6227,4,0.2,-1.3780776061298192,-0.5526922509369021,-0.8253853551929171,0.786
6228,4,0.2,-1.3768274239210476,-0.5526344253042671,-0.8241929986167804,0.79
6229,4,0.2,-1.3783305014116767,-0.5526024912068692,-0.8257280102048074,0.788
6230,4,0.2,-1.3760438396525805,-0.5525880898766424,-0.823455749775938,0.788
6231,4,0.2,-1.3780616157379364,-0.5523847602124607,-0.8256768555254758,0.74
6232,4,0.2,-1.3762008817552547,-0.552261215359938,-0.8239396663953169,0.774
6233,4,0.2,-1.376037694622245,-0.5521644445585941,-0.8238732500636509,0.792
6234,4,0.2,-1.3762879534002594,-0.5523108201492498,-0.8239771332510097,0.766
6235,4,0.2,-1.37719245810334,-0.5524428198860992,-0.8247496382172405,0.79
6236,4,0.2,-1.3755387399899432,-0.5523279993202566,-0.8232107406696866,0.768
6237,4,0.2,-1.376477139145432,-0.5523046897944054,-0.8241724493510262,0.786
6238,4,0.2,-1.3775290412305132,-0.5522455055194034,-0.8252835357111098,0.768
6239,4,0.2,-1.3776072540117206,-0.552173335966102,-0.8254339180456188,0.824
6240,4,0.2,-1.3788405246924111,-0.552082004151373,-0.8267585205410383,0.822
6241,4,0.2,-1.3770165361040332,-0.5522977723318591,-0.8247187637721738,0.776
6242,4,0.2,-1.3783236970698614,-0.5522086670639729,-0.8261150300058883,0.776
6243,4,0.2,-1.3775120485478438,-0.5521029355954674,-0.8254091129523763,0.8
6244,4,0.2,-1.3792492838472545,-0.5520570029347225,-0.8271922809125317,0.804
6245,4,0.2,-1.3813259675739327,-0.5521537765657307,-0.829172191008202,0.792
6246,4,0.2,-1.3787723150276754,-0.5520934462561318,-0.8266788687715434,0.836
6247,4,0.2,-1.3817648516988592,-0.5519710906452981,-0.829793761053561,0.802
6248,4,0.2,-1.3813991204170333,-0.5522224874992883,-0.8291766329177449,0.818
6249,4,0.2,-1.3820114100287746,-0.5522990535830873,-0.8297123564456874,0.792
6250,4,0.2,-1.3800979656845949,-0.5524470584293812,-0.8276509072552135,0.802
6251,4,0.2,-1.3807081410536866,-0.5523201355560641,-0.8283880054976226,0.798
6252,4,0.2,-1.379499412353177,-0.552215055961987,-0.8272843563911901,0.778
6253,4,0.2,-1.3784295705324165,-0.5521367423337318,-0.8262928281986849,0.804
6254,4,0.2,-1.3768868650622457,-0.5521389553976253,-0.8247479096646209,0.79
6255,4,0.2,-1.3756118259883285,-0.5520511510666775,-0.823560674921651,0.774
6256,4,0.2,-1.371963897008029,-0.5523860679468191,-0.8195778290612102,0.806
6257,4,0.2,-1.3729093684077365,-0.5521422384785265,-0.8207671299292099,0.792
6258,4,0.2,-1.3750342086840674,-0.5522019491399712,-0.8228322595440959,0.78
6259,4,0.2,-1.3779691993768468,-0.5520205664982506,-0.8259486328785962,0.81
6260,4,0.2,-1.3765578478206613,-0.5521111824844278,-0.8244466653362333,0.794
6261,4,0.2,-1.3776908051391665,-0.5521229674894916,-0.8255678376496749,0.768
6262,4,0.2,-1.3753551681403315,-0.5520330512970646,-0.823322116843267,0.77
6263,4,0.2,-1.3724675996903435,-0.5519580022938658,-0.8205095973964777,0.792
6264,4,0.2,-1.370877847663023,-0.5518216357472129,-0.81905621191581,0.782
6265,4,0.2,-1.3730770731206654,-0.5520247119861033,-0.8210523611345621,0.78
6266,4,0.2,-1.3748647966265135,-0.5516957849858436,-0.8231690116406698,0.802
6267,4,0.2,-1.3739991037776653,-0.5519789159119821,-0.8220201878656833,0.8
6268,4,0.2,-1.3754349386445575,-0.5520459330154249,-0.8233890056291328,0.806
6269,4,0.2,-1.376261282095511,-0.5519461072260312,-0.8243151748694797,0.772
6270,4,0.2,-1.3779329042856512,-0.5517525952477126,-0.8261803090379384,0.79
6271,4,0.2,-1.377359234010422,-0.5518050148277057,-0.8255542191827163,0.78
6272,4,0.2,-1.3729396014966564,-0.551713552247294,-0.8212260492493622,0.814
6273,4,0.2,-1.371780619098723,-0.5515785967581012,-0.8202020223406219,0.754
6274,4,0.2,-1.3708550640525414,-0.5516663981926806,-0.8191886658598607,0.804
6275,4,0.2,-1.367013936630345,-0.5516632369072626,-0.8153506997230827,0.8
6276,4,0.2,-1.3735037311528189,-0.5515687679254917,-0.821934963227327,0.794
6277,4,0.2,-1.375109540951285,-0.5517013574852452,-0.8234081834660398,0.766
6278,4,0.2,-1.375597627445558,-0.5516178902075306,-0.8239797372380272,0.784
6279,4,0.2,-1.3766579418121185,-0.5516288321279649,-0.8250291096841534,0.776
6280,4,0.2,-1.374905075796564,-0.5516587157030445,-0.8232463600935198,0.796
6281,4,0.2,-1.3777963283920316,-0.5518262313056764,-0.8259700970863553,0.786
6282,4,0.2,-1.3755711067632521,-0.5517674240225985,-0.8238036827406539,0.8
6283,4,0.2,-1.3769012526052389,-0.5517925269881432,-0.8251087256170956,0.782
6284,4,0.2,-1.3782127554293189,-0.5515965487484243,-0.8266162066808945,0.764
6285,4,0.2,-1.3769927215010733,-0.5515758217306134,-0.8254168997704597,0.808
6286,4,0.2,-1.3741407716666194,-0.5514689993595406,-0.8226717723070789,0.81
6287,4,0.2,-1.3756809456274617,-0.5512879827184032,-0.8243929629090585,0.798
6288,4,0.2,-1.3752624070692854,-0.551446925955026,-0.8238154811142596,0.784
6289,4,0.2,-1.3730708517207946,-0.5514370202826705,-0.8216338314381244,0.774
6290,4,0.2,-1.3725280060019196,-0.5513969718492748,-0.8211310341526449,0.79
6291,4,0.2,-1.3734489031468562,-0.5513960013692549,-0.8220529017776013,0.792
6292,4,0.2,-1.3743026160167588,-0.551354351716427,-0.8229482643003317,0.81
6293,4,0.2,-1.3741226016077026,-0.5513794577718457,-0.8227431438358567,0.776
6294,4,0.2,-1.370731202465887,-0.5511905606778471,-0.81954064178804,0.806
6295,4,0.2,-1.3729513378007114,-0.5513237391212338,-0.8216275986794777,0.784
6296,4,0.2,-1.3716665663713332,-0.5511931461750428,-0.8204734201962903,0.776
6297,4,0.2,-1.3710881321389352,-0.5513874200966737,-0.8197007120422614,0.808
6298,4,0.2,-1.3704146337226444,-0.5513002765805621,-0.8191143571420821,0.812
6299,4,0.2,-1.370011527035543,-0.5512453550953511,-0.8187661719401922,0.798
6300,4,0.2,-1.3682029942678828,-0.5514089694841482,-0.8167940247837344,0.774
6301,4,0.2,-1.3674031496423866,-0.5513617593207334,-0.8160413903216533,0.8
6302,4,0.2,-1.3694011759901574,-0.551317878895981,-0.8180832970941765,0.754
6303,4,0.2,-1.3699544548008085,-0.5512904991848768,-0.8186639556159319,0.8
6304,4,0.2,-1.370341282026181,-0.5512943343534293,-0.8190469476727518,0.748
6305,4,0.2,-1.3690286264529854,-0.5511688736201126,-0.8178597528328729,0.818
6306,4,0.2,-1.3718144601218527,-0.551259222894948,-0.8205552372269046,0.812
6307,4,0.2,-1.3726507096844636,-0.5513968172979228,-0.8212538923865409,0.78
6308,4,0.2,-1.3710351503492917,-0.551460535938507,-0.8195746144107845,0.816
6309,4,0.2,-1.3721075657079282,-0.5514988433501482,-0.82060872235778,0.792
6310,4,0.2,-1.3721940951568126,-0.5512603320452235,-0.820933763111589,0.804
6311,4,0.2,-1.3728095336515664,-0.5513633260303246,-0.8214462076212419,0.78
6312,4,0.2,-1.3712791933315551,-0.5511288638809089,-0.8201503294506463,0.778
6313,4,0.2,-1.3720683468845927,-0.5517665300668865,-0.8203018168177063,0.762
6314,4,0.2,-1.3744504152577823,-0.5518406617487441,-0.8226097535090381,0.778
6315,4,0.2,-1.3761898659884824,-0.5520129691921655,-0.8241768967963167,0.766
6316,4,0.2,-1.3759073383177054,-0.5518694211297032,-0.8240379171880022,0.782
6317,4,0.2,-1.3782411668393446,-0.5518748035339215,-0.8263663633054232,0.822
6318,4,0.2,-1.3803757809089616,-0.5519329754877529,-0.8284428054212087,0.816
6319,4,0.2,-1.380268872877936,-0.5518882629769839,-0.828380609900952,0.752
6320,4,0.2,-1.3785110189544212,-0.5516229164049035,-0.8268881025495178,0.77
6321,4,0.2,-1.376650619721971,-0.5517921902658022,-0.8248584294561688,0.778
6322,4,0.2,-1.3758591617057232,-0.551846477403564,-0.8240126843021591,0.776
6323,4,0.2,-1.377002440738257,-0.5517564275926402,-0.825246013145617,0.804
6324,4,0.2,-1.3766065320510266,-0.5519415157839671,-0.8246650162670593,0.814
6325,4,0.2,-1.3779809616433232,-0.5518218352077424,-0.8261591264355806,0.776
6326,4,0.2,-1.38014103339357,-0.5520496678073861,-0.8280913655861839,0.786
6327,4,0.2,-1.379890427181686,-0.5522985098799668,-0.8275919173017192,0.782
6328,4,0.2,-1.3790280575982303,-0.5522677851399614,-0.8267602724582689,0.772
6329,4,0.2,-1.3782205273121118,-0.5520667399707234,-0.8261537873413881,0.81
